"","Kingdom","Phylum","Class","Order","Family","Genus","Species","SourceID","Seq","indtype"
"2330","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14136",NA
"2331","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14141",NA
"2332","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14149",NA
"2333","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14154",NA
"2334","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq14069",NA
"2335","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14168",NA
"2336","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14084",NA
"2338","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14198",NA
"2339","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14204",NA
"2340","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"80_Match","sq14221",NA
"2341","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14229",NA
"2342","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14246",NA
"2343","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14268",NA
"2344","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14161","low"
"2345","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14277",NA
"2346","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14289",NA
"2350","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14323",NA
"2351","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq14324",NA
"2352","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq14332",NA
"2353","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14335",NA
"2354","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14338",NA
"2355","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14317",NA
"2356","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"80_Match","sq14347",NA
"2357","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14351",NA
"2358","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq14262",NA
"2359","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14378",NA
"2360","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14298",NA
"2363","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq14412",NA
"2364","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq14413",NA
"2366","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14459",NA
"2367","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14468",NA
"2368","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq14477",NA
"2369","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq14479",NA
"2370","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq14482",NA
"2375","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14508",NA
"2377","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq14516",NA
"2378","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq14520",NA
"2379","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14523",NA
"2380","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq14529",NA
"2381","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq14535",NA
"2382","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq14548",NA
"2383","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14465",NA
"2386","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq14589",NA
"2389","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14629",NA
"2390","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq14583",NA
"2391","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq14592",NA
"2392","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14687",NA
"2394","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq14707",NA
"2395","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14718",NA
"2396","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq14725",NA
"2398","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq14641",NA
"2400","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq14785",NA
"2403","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14811",NA
"2404","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq14833",NA
"2405","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq14837",NA
"2408","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq14877",NA
"2409","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14880",NA
"2410","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq14886",NA
"2413","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14909",NA
"2414","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14943",NA
"2415","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14843",NA
"2416","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq14954",NA
"2417","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14863",NA
"2418","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq14962",NA
"2419","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq14848",NA
"2420","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"80_Match","sq14971",NA
"2421","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq14978",NA
"2423","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq14891",NA
"2424","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15013",NA
"2427","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq15028",NA
"2428","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15037",NA
"2429","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq15043",NA
"2430","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15047",NA
"2431","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15045",NA
"2432","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15053",NA
"2433","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15054",NA
"2434","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15057",NA
"2435","Metazoa","Echinodermata",NA,NA,NA,NA,NA,"80_Match","sq15082",NA
"2436","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15083",NA
"2437","Metazoa","Nemertea",NA,NA,NA,NA,NA,"80_Match","sq15084",NA
"2438","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15086",NA
"2439","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15087",NA
"2441","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15091",NA
"2442","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq14983",NA
"2443","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq14994",NA
"2447","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15029",NA
"2448","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15014",NA
"2451","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15170",NA
"2452","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15182",NA
"2453","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq15183",NA
"2454","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq15185",NA
"2455","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq15186",NA
"2456","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15201",NA
"2457","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15205",NA
"2458","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15213",NA
"2459","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq15239",NA
"2460","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15241",NA
"2461","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15247",NA
"2464","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15272",NA
"2466","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15144",NA
"2468","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15305",NA
"2469","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq15307",NA
"2470","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15210",NA
"2471","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15324",NA
"2473","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15330",NA
"2474","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15222",NA
"2475","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15334",NA
"2476","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq15336",NA
"2478","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq15347",NA
"2479","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15352",NA
"2481","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq15363",NA
"2482","Metazoa","Entoprocta",NA,NA,NA,NA,NA,"80_Match","sq15366",NA
"2483","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq15370",NA
"2484","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq15266",NA
"2485","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq15385",NA
"2486","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15388",NA
"2487","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15390",NA
"2488","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15405",NA
"2489","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15300",NA
"2491","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq15431",NA
"2493","Metazoa","Porifera",NA,NA,NA,NA,NA,"80_Match","sq15386",NA
"2495","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15483",NA
"2497","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq15517",NA
"2498","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15527",NA
"2499","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15471",NA
"2500","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15540",NA
"2501","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15490",NA
"2502","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq15559",NA
"2503","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15591",NA
"2507","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq15639",NA
"2508","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq15643",NA
"2509","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15649",NA
"2510","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq15651",NA
"2513","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq15653",NA
"2514","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq15666",NA
"2516","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15684",NA
"2517","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15691",NA
"2519","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15701",NA
"2520","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15709",NA
"2522","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq15723",NA
"2523","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq15727",NA
"2524","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq15667",NA
"2525","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq15770",NA
"2526","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq15673",NA
"2528","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq15776",NA
"2529","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15786",NA
"2530","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq15758",NA
"2531","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15807",NA
"2533","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15823",NA
"2535","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15836",NA
"2536","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15848",NA
"2537","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq15852",NA
"2538","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15821",NA
"2539","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15867",NA
"2540","Metazoa","Entoprocta",NA,NA,NA,NA,NA,"80_Match","sq15875",NA
"2541","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15878",NA
"2542","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15895",NA
"2543","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15896",NA
"2544","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq15899",NA
"2545","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq15804",NA
"2546","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq15824",NA
"2547","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"80_Match","sq15954",NA
"2548","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq15957",NA
"2550","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15964",NA
"2552","Metazoa","Kinorhyncha",NA,NA,NA,NA,NA,"80_Match","sq15968",NA
"2553","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq15969",NA
"2554","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq15853",NA
"2556","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq15920",NA
"2557","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq16013",NA
"2560","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16036",NA
"2561","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16037",NA
"2562","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"80_Match","sq16040",NA
"2563","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq16006",NA
"2564","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16047",NA
"2565","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq16057",NA
"2566","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq16063","high"
"2567","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq16064",NA
"2570","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16073",NA
"2571","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq16050",NA
"2573","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16087",NA
"2574","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq16100",NA
"2575","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16111",NA
"2576","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16128",NA
"2578","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq16149",NA
"2579","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq16151",NA
"2580","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16155",NA
"2581","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq16160",NA
"2582","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq16161",NA
"2585","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq16017",NA
"2590","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq16143",NA
"2592","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq16245",NA
"2593","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16251",NA
"2594","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq16253",NA
"2597","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq16270",NA
"2598","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq16248",NA
"2599","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16329",NA
"2601","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16268",NA
"2602","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq16360",NA
"2603","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq16372",NA
"2604","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq16378",NA
"2605","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq16399",NA
"2606","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq16400",NA
"2607","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq16291",NA
"2608","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16410",NA
"2609","Metazoa","Chordata",NA,NA,NA,NA,NA,"80_Match","sq16304",NA
"2610","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16413",NA
"2613","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq16450",NA
"2614","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16323",NA
"2616","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq16373",NA
"2617","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16481",NA
"2619","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq16494",NA
"2621","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq16507",NA
"2622","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq16516",NA
"2623","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq16521",NA
"2624","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16524",NA
"2625","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16527",NA
"2626","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq16537",NA
"2627","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq16452",NA
"2628","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq16582",NA
"2630","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"80_Match","sq16591",NA
"2632","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16607",NA
"2634","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq16560",NA
"2635","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16643",NA
"2638","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq16657",NA
"2641","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16690",NA
"2642","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq16699",NA
"2644","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq16734",NA
"2645","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"80_Match","sq16735",NA
"2646","Metazoa","Platyhelminthes",NA,NA,NA,NA,NA,"80_Match","sq16738",NA
"2647","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16740",NA
"2648","Metazoa","Nemertea",NA,NA,NA,NA,NA,"80_Match","sq16747",NA
"2649","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq16750",NA
"2650","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16752",NA
"2651","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq16756",NA
"2652","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq16762",NA
"2654","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16765",NA
"2655","Metazoa","Nemertea",NA,NA,NA,NA,NA,"80_Match","sq16766",NA
"2657","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16774",NA
"2659","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16780",NA
"2660","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"80_Match","sq16782",NA
"2661","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16784",NA
"2662","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16791",NA
"2663","Metazoa","Nemertea",NA,NA,NA,NA,NA,"80_Match","sq16801",NA
"2664","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16802",NA
"2665","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16691",NA
"2666","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16817",NA
"2667","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16819",NA
"2669","Metazoa","Gastrotricha",NA,NA,NA,NA,NA,"80_Match","sq16825",NA
"2671","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq16839",NA
"2672","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq16847",NA
"2673","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16850",NA
"2674","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq16857",NA
"2675","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq16773",NA
"2676","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16785",NA
"2677","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16792",NA
"2679","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16913",NA
"2680","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16935",NA
"2681","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq16944",NA
"2682","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq16950",NA
"2683","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16954",NA
"2685","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16869",NA
"2686","Metazoa","Entoprocta",NA,NA,NA,NA,NA,"80_Match","sq16969",NA
"2687","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq16949",NA
"2688","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq16886",NA
"2689","Metazoa","Nematoda",NA,NA,NA,NA,NA,"80_Match","sq16987",NA
"2690","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16989",NA
"2691","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq16990",NA
"2692","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16996",NA
"2693","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq16997",NA
"2694","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq17001",NA
"2695","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq17003",NA
"2699","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq17019",NA
"2700","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq17043",NA
"2702","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq16907",NA
"2703","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq17055",NA
"2704","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq17060",NA
"2706","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq17064",NA
"2707","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq17068",NA
"2708","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq17070",NA
"2709","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq17077",NA
"2718","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq17169",NA
"2719","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq17170",NA
"2720","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq17172",NA
"2722","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq17202",NA
"2723","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq17203",NA
"2726","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq17163",NA
"2728","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq17226",NA
"2729","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq17233",NA
"2730","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq17270",NA
"2731","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq17272",NA
"2732","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq17155",NA
"2733","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq17275",NA
"2734","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq17276",NA
"2735","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq17286",NA
"2736","Metazoa","Mollusca",NA,NA,NA,NA,NA,"80_Match","sq17311",NA
"2742","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"80_Match","sq17409",NA
"2743","Metazoa","Bryozoa",NA,NA,NA,NA,NA,"80_Match","sq17412",NA
"2744","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq17421",NA
"2745","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq17268",NA
"2746","Metazoa","Annelida",NA,NA,NA,NA,NA,"80_Match","sq17436",NA
"2748","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq17458",NA
"2750","Metazoa","Bacillariophyta",NA,NA,NA,NA,NA,"80_Match","sq17306",NA
"2751","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq17485",NA
"2753","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"80_Match","sq17488",NA
